Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado
2009;2009/08;08.858.370/0001-76;EMPREITEIRA DE MAO DE OBRA ELIANE MAY LTDA;R MONTEZUMA DE CARVALHO, 53;89224-141;JARDIM IRIRIU;Joinville;Santa Catarina
2009;2009/08;08.858.370/0001-76;EMPREITEIRA DE MAO DE OBRA ELIANE MAY LTDA;R PRINCESA ISABEL, S/N;89201-270;CENTRO;Joinville;Santa Catarina
2011;2011/06;08.858.370/0001-76;EMPREITEIRA DE MAO DE OBRA ELIANE MAY LTDA ME;RUA CARLOS WILLY BOHEM SN;89200-000;COSTA E SILVA;Joinville;Santa Catarina
2008;2008/09;79.671.582/0001-98;EMPREITEIRA DE MAO DE OBRA ENECE LTDA;TRAV PROF LAURA DE ANDRADE,104 - OBRA AVANT GARDEN;89200-000;CENTRO;Joinville;Santa Catarina
2009;2009/05;79.671.582/0001-98;EMPREITEIRA DE MAO DE OBRA ENECE LTDA;TRAV PROFA LAURA DE ANDRADE, 104 - ED AVANT GARD;89200-000;CENTRO;Joinville;Santa Catarina
2008;2008/07;79.671.582/0001-98;EMPREITEIRA DE MÃO DE OBRA ENECE LTDA.;RUA TUTóIA;89235-000;GLóRIA;Joinville;Santa Catarina
2009;2009/04;04.192.210/0001-80;EMPREITEIRA DE MãO DE OBRA FLORI TRENTO;R. PATRíCIO FARIAS, 131;88034-132;ITACORUBI;Florianópolis;Santa Catarina
2009;2009/02;04.192.210/0001-80;EMPREITEIRA DE MAO DE OBRA FLORI TRENTO LTDA;RUA LUIZ CALDEIRA, 379;88000-000;ITACORUBI;Florianópolis;Santa Catarina
2011;2011/12;04.192.210/0001-80;EMPREITEIRA DE MAO DE OBRA FLORI TRENTO LTDA.;AV. EXPEDICIáRIO COELHO, SN;88700-000;CENTRO;Tubarão;Santa Catarina
2011;2011/12;04.192.210/0001-80;EMPREITEIRA DE MAO DE OBRA FLORI TRENTO LTDA.;RUA D. JOAQUIM DE OLIVEIRA, SN;88820-000;CENTRO;Içara;Santa Catarina
2009;2009/04;06.295.728/0001-74;EMPREITEIRA DE MÃO DE OBRA FORTALEZA LTDA;RUA GUSTAVO JOHANN,142;89800-000;CENTRO;Chapecó;Santa Catarina
2009;2009/11;83.489.336/0001-97;EMPREITEIRA DE MAO DE OBRA FROEHLICH LTD;RUA 11 DE NOVEMBRO,956;89108-000;CENTRO;Massaranduba;Santa Catarina
2009;2009/07;04.938.229/0001-22;EMPREITEIRA DE MAO DE OBRA GERD LTDA;RUA FELIX HEINZELMANN, 454- SPAZIO JD BORDEAUX;89200-000;COSTA E SILVA;Joinville;Santa Catarina
2012;2012/04;04.938.229/0001-22;EMPREITEIRA DE MãO DE OBRA GERD LTDA ME;OBRA RUA SENADOR FELIPE SCHMIDT, 105;89200-000;CENTRO;Joinville;Santa Catarina
2009;2009/05;10.744.959/0001-95;EMPREITEIRA DE MAO DE OBRA GEREMIAS LTDA;TRAV PROFA.LAURA DE ANDRADE, 104 - ED AVANT GARD;89200-000;CENTRO;Joinville;Santa Catarina
2009;2009/05;03.000.982/0001-00;EMPREITEIRA DE MAO DE OBRA GOIATTI;RUA VITORIA SOARES, LOTE 7;88350-000;SANTA TEREZINHA;Brusque;Santa Catarina
2008;2008/10;07.288.894/0001-06;EMPREITEIRA DE MAO DE OBRA GOIOERE LTDA;RUA DAS NEVES,1628;89290-000;SERRA ALTA;São Bento do Sul;Santa Catarina
2009;2009/02;80.464.480/0001-80;EMPREITEIRA DE MAO DE OBRA HORIUN LTDA;RUA PARAGUAY, 177;89050-000;PONTA AGUDA;Blumenau;Santa Catarina
2010;2010/03;85.139.202/0001-71;EMPREITEIRA DE MAO DE OBRA HSM LTDA;RUA GAL OSORIO 1565;89041-001;VELHA;Blumenau;Santa Catarina
2009;2009/11;09.510.133/0001-82;EMPREITEIRA DE MÃO DE OBRA IRMÃOS LIMA LTDA;RUA FELIPE SCHMIDT 333;88811-000;CENTRO;Criciúma;Santa Catarina
2008;2008/10;51.141.49865/75;EMPREITEIRA DE MAO DE OBRA IRMAOS LIMA LTDA.;RUA FELIPE SCHMIDT, 333;88801-500;CENTRO;Criciúma;Santa Catarina
2008;2008/08;09.125.492/0001-16;EMPREITEIRA DE MAO DE OBRA IRMAOS PETROSKI LTDA;ESTRADA GERAL, SN;88160-000;SOROCABA DO SUL;Nova Trento;Santa Catarina
2009;2009/03;01.680.957/0001-99;EMPREITEIRA DE MAO DE OBRA ITALIANA E CHS LTDA;ROD MAURICIO SIROTSKY SOBRINHO;88000-000;JURERE;Florianópolis;Santa Catarina
2011;2011/04;01.680.957/0001-99;EMPREITEIRA DE MãO DE OBRA ITALIANA E CHS LTDA;RES.BRISAS JURERE-AV.MAURICIO S.SOBRINHO, 5610;88053-700;JURERE;Florianópolis;Santa Catarina
2011;2011/04;01.680.957/0001-99;EMPREITEIRA DE MãO DE OBRA ITALIANA E CHS LTDA;RES.PORTO JURERE-AV.MAURíCIO S.SOBRINHO,LADO 5610;88053-700;JURERE;Florianópolis;Santa Catarina
2011;2011/04;11.056.084/0001-00;EMPREITEIRA DE MãO DE OBRA ITALIANA LTDA;JAY JURERE INTERNACIONAL-AV.BUZIOS ES.AV.DAS ALGAS;88053-505;JURERE INTERNACIONAL;Florianópolis;Santa Catarina
2011;2011/05;11.056.084/0001-00;EMPREITEIRA DE MãO DE OBRA ITALIANA LTDA;RES.BALEIAS FRANCA-R.BALEIAS FRANCA,AO LADO Nº105;88053-515;JURERê;Florianópolis;Santa Catarina
2011;2011/04;11.056.084/0001-00;EMPREITEIRA DE MãO DE OBRA ITALIANA LTDA;RES.SOLAR DOS ARAçAS-AV.DOURADOS ES.RUA LAGOSTAS;88053-410;JURERê INTERNACIONAL;Florianópolis;Santa Catarina
2010;2010/12;08.466.873/0001-04;EMPREITEIRA DE MAO DE OBRA JCPO LTDA.;RUA ARI BARROSO 388;89000-000;Sem Informação;Blumenau;Santa Catarina
2011;2011/05;09.621.672/0001-99;EMPREITEIRA DE MAO DE OBRA JJ SANTOS LTD;AV. RIO BRANCO, 202;88015-000;CENTRO;Florianópolis;Santa Catarina
2010;2010/11;09.621.672/0001-99;EMPREITEIRA DE MAO DE OBRA JJ SANTOS LTD;AV. RIO BRANCO, 202;88015-000;CENTRO;Florianópolis;Santa Catarina
2010;2010/12;07.662.700/0001-90;EMPREITEIRA DE MAO DE OBRA JOSE GILCO PR;RUA SAO JOAQUIM 218;89000-000;Sem Informação;Blumenau;Santa Catarina
2008;2008/06;07.662.700/0001-90;EMPREITEIRA DE MAO DE OBRA JOSE GILCO PRE;RUA DIVINÓPOLIS,866;89010-000;VELHA CENTRAL;Blumenau;Santa Catarina
2012;2012/03;12.840.833/0001-40;EMPREITEIRA DE MÃO DE OBRA JOTA DE LTDA;R. VIRGILIO RAMOS, ESQUINA COM RUA FAUSTO DE SOUZA;88506-035;GUADALUPE;Lages;Santa Catarina
2009;2009/02;02.913.921/0001-70;EMPREITEIRA DE MAO DE OBRA KNISS LTDA;OBRA: RUA CONCORDIA 117;89203-560;ANITA GARIBALDI;Joinville;Santa Catarina
2010;2010/02;06.349.620/0001-17;EMPREITEIRA DE MAO DE OBRA LEB LTDA;R. PORTO UNIãO, 487;89203-460;ANITA GARIBALDI;Joinville;Santa Catarina
2009;2009/12;06.349.620/0001-17;EMPREITEIRA DE MãO DE OBRA LEB LTDA;R. PORTO UNIãO, 487 (EDIFICIO IBIRAQUERA);89200-000;ANITA GARIBALDI;Joinville;Santa Catarina
2010;2010/11;04.043.928/0001-04;EMPREITEIRA DE MAO DE OBRA LEMES LTDA ME;OBRA BAIRRO NOVO;89000-000;GARCIA;Blumenau;Santa Catarina
2008;2008/11;03.731.424/0001-14;EMPREITEIRA DE MAO DE OBRA LIBARDO LTDA;3A AVENIDA;88330-000;CENTRO;Balneário Camboriú;Santa Catarina
2009;2009/03;03.731.424/0001-14;EMPREITEIRA DE MAO DE OBRA LIBARDO LTDA;RUA 3140 ESQ RUA 3150;88330-000;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/05;03.731.424/0001-14;EMPREITEIRA DE MÃO DE OBRA LIBARDO LTDA.;RUA 3140, ESQUINA COM RUA 3150;88330-000;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/02;07.538.081/0001-27;EMPREITEIRA DE MAO DE OBRA LITSKOSKI LTDA;RUA GAL OSORIO 1565;89041-001;VELHA;Blumenau;Santa Catarina
2009;2009/05;82.991.811/0001-66;EMPREITEIRA DE MAO DE OBRA MAFRA;RUA THEODORO STAAK, LOTE 19;88351-001;SANTA TEREZINHA;Brusque;Santa Catarina
2010;2010/04;82.991.811/0001-66;EMPREITEIRA DE MAO DE OBRA MAFRA;TRAVESSA DOM JOAQUIM, Nº 622;88358-400;DOM JOAQUIM;Brusque;Santa Catarina
2008;2008/11;81.330.516/0001-04;EMPREITEIRA DE MAO DE OBRA MAR LTDA;AV JORGE LACERDA ESQ. VOL DA PATRIA;88000-000;COSTEIRA;Florianópolis;Santa Catarina
2008;2008/12;81.330.516/0001-04;EMPREITEIRA DE MAO DE OBRA MAR LTDA;AV.JORGE LACERDA ESQ. RUA VOLUNTARIOS DA PATRIA;88000-000;COSTEIRA DO PIRAJUBA;Florianópolis;Santa Catarina
2009;2009/07;81.330.516/0001-04;EMPREITEIRA DE MAO DE OBRA MAR LTDA;OBRA: RUA CORONEL AMERICO FRENTE NUMERO 371;88117-310;BARREIROS;São José;Santa Catarina
2010;2010/07;81.330.516/0001-04;EMPREITEIRA DE MAO DE OBRA MAR LTDA;OBRA: RUA DO BUGANVILIA QD AM 02, LOTES 8 E 9;88137-400;CID UNI PEDRA BRANCA;Palhoça;Santa Catarina
2009;2009/05;81.330.516/0001-04;EMPREITEIRA DE MAO DE OBRA MAR LTDA;RUA AGUIA DELTA,231;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2010;2010/10;81.330.516/0001-04;EMPREITEIRA DE MãO DE OBRA MAR LTDA;LA PIERRE BLANC RES.-R.BOUGANVILLE ESQ. MELISSAS;88130-000;PEDRA BRANCA;Palhoça;Santa Catarina
2010;2010/11;81.330.516/0001-04;EMPREITEIRA DE MãO DE OBRA MAR LTDA;LA PIERRE BLANC RES.-RUA BOUGANVILLIA ESQ MELISSAS;88130-000;PEDRA BRANCA;Palhoça;Santa Catarina
2010;2010/09;07.885.495/0001-22;EMPREITEIRA DE MãO DE OBRA MARCOLA E VICENTINE LTDA;R. JOãO DE CARVALHO, 101;88025-010;AGRONOMICA;Florianópolis;Santa Catarina
2009;2009/10;07.885.495/0001-22;EMPREITEIRA DE MAO DE OBRA MARCOLLA & VICENTINI LTDA;RUA JOAO CARVALHO 101;88000-000;AGRONOMICA;Florianópolis;Santa Catarina
2009;2009/10;07.885.495/0001-22;EMPREITEIRA DE MAO DE OBRA MARCOLLA & VICENTINI LTDA;RUA JOÃO CARVALHO 101;88020-000;AGRONOMICA;Florianópolis;Santa Catarina
2008;2008/07;09.813.905/0001-55;EMPREITEIRA DE MãO DE OBRA MARCOLLA E ANE LTDA;RUA HENRIQUE KNIHS, 07;88353-690;AGUAS CLARAS;Brusque;Santa Catarina
2009;2009/03;04.102.192/0001-06;EMPREITEIRA DE MAO DE OBRA MENEGOI LTDA;RUA FELIPE SCHIMIDT,172;88350-000;SAO LUIX;Brusque;Santa Catarina
2009;2009/09;10.516.824/0001-72;EMPREITEIRA DE MAO DE OBRA MG LTDA - ME;OBRA: RUA PREFEITO WENCESLAU BORINI SN;89160-000;CANTA GALO;Rio do Sul;Santa Catarina
2009;2009/01;05.901.218/0001-30;EMPREITEIRA DE MAO DE OBRA MLA LTDA;OBRA: AV BEIRA MAR DE SAO JOSE SN¿;88100-000;PRAIA COMPRIDA;São José;Santa Catarina
2011;2011/11;00.198.167/0001-09;EMPREITEIRA DE MAO DE OBRA MMW LTDA ME;RUA CESAR AUGUSTO DALCOQUIO 4500;88311-550;SALSEIROS;Itajaí;Santa Catarina
2009;2009/01;00.198.167/0001-09;EMPREITEIRA DE MAO DE OBRA MMW LTDA ME;RUA CESAR AUGUSTO DALçóQUIO, 4500;88311-550;CORDEIROS;Itajaí;Santa Catarina
2010;2010/09;00.198.167/0001-09;EMPREITEIRA DE MÃO DE OBRA MMW LTDA ME;RUA SANTA ANA, 57;88340-000;SÃO FRANCISCO;Camboriú;Santa Catarina
2008;2008/10;86.736.634/0001-22;EMPREITEIRA DE MAO DE OBRA MONTANHA LTDA;RDV BRUNO HEIDRICH, 3845 KM 04;89190-000;TAIO;Taió;Santa Catarina
2008;2008/06;00.683.443/0001-24;EMPREITEIRA DE MAO DE OBRA MOURALIMA LTD;RUA BENJAMIN CONSTANT S/N;89035-000;VILA NOVA;Blumenau;Santa Catarina
2008;2008/09;04.887.631/0001-25;EMPREITEIRA DE MÃO DE OBRA MURARO LTDA.;RUA ORESTES GUIMARãES,786;89202-202;AMéRICA;Joinville;Santa Catarina
2009;2009/06;06.295.728/0001-74;EMPREITEIRA DE MAO DE OBRA NA C. CIVIL FORTALEZA LTDA;RUA EURICO GASPAR DUTRA S/N QD 1455 LT02;89800-000;SÃO CRISTÓVÃO;Chapecó;Santa Catarina
2010;2010/09;07.885.495/0001-22;EMPREITEIRA DE MãO DE OBRA NIVELAR EPP;R. JOãO DE CARVALHO, 101;88025-010;AGRONOMICA;Florianópolis;Santa Catarina
2009;2009/10;10.778.226/0001-71;EMPREITEIRA DE MAO DE OBRA NIVELAR LTDA EPP;RUA JOAO CARVALHO 101;88000-000;AGRONOMICA;Florianópolis;Santa Catarina
2009;2009/10;10.778.226/0001-71;EMPREITEIRA DE MAO DE OBRA NIVELAR LTDA EPP;RUA JOÃO CARVALHO 101;88020-000;AGRONOMICA;Florianópolis;Santa Catarina
2011;2011/04;10.778.226/0001-71;EMPREITEIRA DE MAO DE OBRA NIVELAR LTDA EPP;RUA RUI BARBOSA, 236;88000-000;AGRONÔMICA;Florianópolis;Santa Catarina
2011;2011/04;10.778.226/0001-71;EMPREITEIRA DE MÃO DE OBRA NIVELAR LTDA EPP;RUA RUI BARBOSA, 226;88000-000;AGRONÔMICA;Florianópolis;Santa Catarina
2011;2011/11;09.008.915/0001-18;EMPREITEIRA DE MAO DE OBRA NN LTDA ME;RUA JOAO PAUL, 330 - BOULEVARD COPACABANA;89200-000;FLORESTA;Joinville;Santa Catarina
2008;2008/11;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV;AV NORMANDO TEDESCO;88330-000;BARRA SUL;Balneário Camboriú;Santa Catarina
2008;2008/07;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV;OBRA RUA ROMEU PEREIRA 340LESTINA;88330-000;PIONEIROS;Balneário Camboriú;Santa Catarina
2008;2008/07;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV;RUA ISRAEL, ESQUINA RUA PALESTINA;88330-000;NAçõES;Balneário Camboriú;Santa Catarina
2008;2008/10;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV;RUA NORMANDO TEDESCO 4664;88330-000;BARRA SUL;Balneário Camboriú;Santa Catarina
2010;2010/11;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV LTDA;OBRA: RUA CONS JULIO KUMM 583;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2010;2010/03;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV LTDA;RUA ROMEU PEREIRA, 340;88330-000;PIONEIROS;Balneário Camboriú;Santa Catarina
2009;2009/08;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV LTDA;RUA SILVEIRA,399;88340-000;TABULEIRO;Camboriú;Santa Catarina
2010;2010/05;05.473.101/0001-01;EMPREITEIRA DE MAO DE OBRA NNV LTDA;RUA SILVEIRA,399;88340-000;TABULEIRO;Camboriú;Santa Catarina
2012;2012/02;11.859.705/0001-85;EMPREITEIRA DE MAO DE OBRA NOVA ESPERANCA LTDA;OBRA: RUA SANTO ANTONIO 755;88117-350;BARREIROS;São José;Santa Catarina
2009;2009/04;09.442.777/0001-80;EMPREITEIRA DE MAO DE OBRA NOVITA;RUA 157 COM 153A;88220-000;CENTRO;Itapema;Santa Catarina
2009;2009/07;09.442.777/0001-80;EMPREITEIRA DE MAO DE OBRA NOVITA;RUA HERCILIO LUS;88350-000;CENTRO;Brusque;Santa Catarina
2008;2008/08;09.442.777/0001-80;EMPREITEIRA DE MãO DE OBRA NOVITA LTDA;RUA 288 N 129;88220-000;MEIA PRAIA;Itapema;Santa Catarina
2008;2008/08;09.442.777/0001-80;EMPREITEIRA DE MãO DE OBRA NOVITTá LTDA.;AV. NEREU RAMOS, 3110;88220-000;MEIA PRAIA;Itapema;Santa Catarina
2012;2012/03;06.892.965/0001-12;EMPREITEIRA DE MAO DE OBRA NOVO TEMPO LTDA;RUA DELFIM DE PADUA PEIXOTO 350;88300-000;PRAIA BRAVA;Itajaí;Santa Catarina
2011;2011/03;02.734.238/0001-76;EMPREITEIRA DE MAO DE OBRA OLIMPICO LTDA ME;RUA ERI GOMES BITTENCOURT,3281;89670-000;CIDADE JARDIM;Catanduvas;Santa Catarina
2009;2009/03;95.810.149/0001-42;EMPREITEIRA DE MÃO DE OBRA OLIVEIRA RIBEIRO LTDA.;RUA RAULINO NAUMANN,255;89023-230;VALPARAISO;Blumenau;Santa Catarina
2008;2008/12;73.666.554/0001-04;EMPREITEIRA DE MAO DE OBRA OLS LTDA;OBRA: RUA JOAO NILO MORFIM 25;88117-600;NOSSA SRA ROSARIO;São José;Santa Catarina
2009;2009/02;07.538.081/0001-27;EMPREITEIRA DE MAO DE OBRA PATZER;RUA JOHANN OFF;89050-300;VELHA;Blumenau;Santa Catarina
2009;2009/05;00.086.076/0001-81;EMPREITEIRA DE MAO DE OBRA PEDRAS BRANCAS LTDA;RUA BOM JARDIM DA SERRA,84;88505-248;PETROPOLIS;Lages;Santa Catarina
2010;2010/06;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA FERNANDO DE SOUZA E SILVA, S/NO;89000-000;ITOUPAVA NORTE;Blumenau;Santa Catarina
2008;2008/10;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA FERNANDO DE SOUZA E SILVA, S/NO;89000-000;ITOUPAVA NORTE;Blumenau;Santa Catarina
2010;2010/01;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA GASPAR DUTRA;89000-000;ITOUPAVA NORTE;Blumenau;Santa Catarina
2010;2010/02;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA ID 26 656;89130-000;MULDE BAIXA;Indaial;Santa Catarina
2009;2009/01;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA PARAGUAI ESQ REP ARGENTINA;89050-000;PONTA AGUDA;Blumenau;Santa Catarina
2008;2008/11;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA PRESIDENTES GASPAR DUTRA, 77;89010-000;VILA NOVA;Blumenau;Santa Catarina
2008;2008/08;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA REPUBLICA ARGENTINA ESQ PARAGUAI;89050-000;PONTA AGUDA;Blumenau;Santa Catarina
2009;2009/11;09.341.150/0001-33;EMPREITEIRA DE MAO DE OBRA PELANTIR;RUA SETE DE SETEMBRO,2014;89012-401;CENTRO;Blumenau;Santa Catarina
2009;2009/09;10.731.097/0001-66;EMPREITEIRA DE MAO DE OBRA PERIN LTDA;RUA RUA GUSTAVO ZIMERMANN S/N;89065-000;ITOUPAVA CENTRAL;Blumenau;Santa Catarina
2009;2009/08;04.834.415/0001-11;EMPREITEIRA DE MAO DE OBRA PILARES LTDA;RUA DAS MISSOES 621;89050-000;PONTA AGUDA;Blumenau;Santa Catarina
2010;2010/09;80.995.954/0001-10;EMPREITEIRA DE MAO DE OBRA PLANTA NOVA LTDA;OBRA RUA FELIX HEINZELMANN, 715;89200-000;COSTA E SILVA;Joinville;Santa Catarina
2011;2011/11;80.995.954/0001-10;EMPREITEIRA DE MAO DE OBRA PLANTA NOVA LTDA;RUA JOãO PESSOA, 406;89200-000;AMéRICA;Joinville;Santa Catarina
2009;2009/06;80.995.954/0001-10;EMPREITEIRA DE MAO DE OBRA PLANTA NOVA LTDA;RUA XV DE NOVEMBRO, 2433 - OBRA;89200-000;GLORIA;Joinville;Santa Catarina
2009;2009/07;80.995.954/0001-10;EMPREITEIRA DE MAO DE OBRA PLANTA NOVA LTDA;RUA XV DE NOVEMBRO, 3706;89200-000;GLORIA;Joinville;Santa Catarina
2010;2010/04;85.147.270/0001-82;EMPREITEIRA DE MAO DE OBRA PLASHIEVIEZ LTDA ME;RUA SAO PAULO;89000-000;Sem Informação;Blumenau;Santa Catarina
2009;2009/05;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA;AV ATLANTICA,4710;88330-003;CENTRO;Balneário Camboriú;Santa Catarina
2009;2009/04;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA;AV ATLANTICA,4710;88330-003;CENTRO;Itapema;Santa Catarina
2008;2008/11;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTD;AV NORMANDO TEDESCO;88330-000;BARRA SUL;Balneário Camboriú;Santa Catarina
2010;2010/10;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;OBRA: RUA DELFIM DE PADUA PEIXOTO 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2010;2010/11;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;OBRA: RUA MARIA DAS DORES SANTOS MULLER 289;88306-822;PRAIA BRAVA;Itajaí;Santa Catarina
2010;2010/10;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;OBRA: RUA TUBARAO 260;88301-470;FAZENDA;Itajaí;Santa Catarina
2010;2010/12;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;RUA SOUZA 35;88320-000;MISSOES;Ilhota;Santa Catarina
2010;2010/12;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;RUA SOUZA 35;88320-000;MISSOES;Ilhota;Santa Catarina
2010;2010/12;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;RUA SOUZA 35;88320-000;MISSOES;Ilhota;Santa Catarina
2010;2010/12;02.496.257/0001-01;EMPREITEIRA DE MAO DE OBRA PRIMAVERA LTDA;RUA SOUZA 35;88320-000;MISSOES;Ilhota;Santa Catarina
2012;2012/02;02.496.257/0001-01;EMPREITEIRA DE MãO DE OBRA PRIMAVERA LTDA;BRAVA H.RESORT-PORT/ÁREA COMUM-DELFIM P.PEIXOTO350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2012;2012/02;02.496.257/0001-01;EMPREITEIRA DE MãO DE OBRA PRIMAVERA LTDA;BRAVA H.RESORT-TORRE 2 - DELFIM PáDUA PEIXOTO, 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2012;2012/02;02.496.257/0001-01;EMPREITEIRA DE MãO DE OBRA PRIMAVERA LTDA;BRAVA H.RESORT-TORRE 3 - DELFIM PáDUA PEIXOTO, 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2012;2012/02;02.496.257/0001-01;EMPREITEIRA DE MãO DE OBRA PRIMAVERA LTDA;BRAVA H.RESORT-TORRE 4 - DELFIM PáDUA PEIXOTO, 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina
2008;2008/06;02.496.257/0001-01;EMPREITEIRA DE MÃO DE OBRA PRIMAVERA LTDA.;AV. NORMANDO TEDESCO, 4664;88330-000;COSTãO DA BARRA;Balneário Camboriú;Santa Catarina
2010;2010/05;02.496.257/0001-01;EMPREITEIRA DE MãO DE OBRA PRIMAVERA LTDA.;OBRA-AVENIDA ATLãNTICA, S/N;88330-000;CENTRO;Balneário Camboriú;Santa Catarina
2009;2009/09;10.918.934/0001-60;EMPREITEIRA DE MAO DE OBRA PRIMUR LTDA;RUA RUA GUSTAVO ZIMERMANN S/N;89065-000;ITOUPAVA CENTRAL;Blumenau;Santa Catarina
2009;2009/08;78.662.491/0001-23;EMPREITEIRA DE MãO DE OBRA PRó-HABITAçãO LTDA-ME;OBRA - RESIDENCIAL AMéRICA;89160-000;JARDIM AMéRICA;Rio do Sul;Santa Catarina
2009;2009/02;82.992.124/0001-65;EMPREITEIRA DE MAO DE OBRA PS LTDA;RUA PASTOR FRITZ BUHLER, 76 - COND VICTORIA HOME C;89200-000;CENTRO;Joinville;Santa Catarina
2009;2009/06;82.992.124/0001-65;EMPREITEIRA DE MAO DE OBRA PS LTDA;RUA PST FRITZ BUHLER - OBRA HELBOR VICTORIA HOME;89200-000;CENTRO;Joinville;Santa Catarina
2012;2012/03;82.992.124/0001-65;EMPREITEIRA DE MãO DE OBRA PS LTDA ME;OBRA RUA SENADOR FELIPE SCHMIDT, 105;89200-000;CENTRO;Joinville;Santa Catarina
2008;2008/10;80.665.912/0001-11;EMPREITEIRA DE MAO DE OBRA RADAVELLI LTDA ME;SERVIDAO AUGUSTO ROHDEN, 35;89200-000;BOM RETIRO;Joinville;Santa Catarina
2008;2008/09;80.665.912/0001-11;EMPREITEIRA DE MAO DE OBRA RADAVELLI LTDA ME;SERVIDAO AUGUSTO ROHDEN, 41;SI;BOM RETIRO;Joinville;Santa Catarina
2009;2009/02;80.665.912/0001-11;EMPREITEIRA DE MAO DE OBRA RADAVELLI LTDA. ME;RUA GENERAL CAMARA, 435;89226-020;BOM RETIRO;Joinville;Santa Catarina
2009;2009/03;85.251.700/0001-01;EMPREITEIRA DE MãO DE OBRA RAFAEL LTDA;RUA SANTO ANTONIO 544-E;89800-000;ESPLANADA;Chapecó;Santa Catarina
2009;2009/07;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;AV RIO BRANCO ESQ RUA NEREU RAMOS;88015-200;CENTRO;Florianópolis;Santa Catarina
2009;2009/02;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;AV. RIO BRANCO ESQ. COM RUA NEREU RAMOS;88000-000;CENTRO;Florianópolis;Santa Catarina
2009;2009/07;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;OBRA: RUA ITAGUACU EM FRENTE NUMEO 714;88110-790;BELA VISTA I;São José;Santa Catarina
2012;2012/02;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;OBRA: RUA SANTO ANTONIO 755;88117-350;BARREIROS;São José;Santa Catarina
2009;2009/10;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;RUA DELMINDA SILVEIRA 535;88000-000;AGRONOMICA;Florianópolis;Santa Catarina
2009;2009/10;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;RUA DELMINDA SILVEIRA 535;88000-000;AGRONOMICA;Florianópolis;Santa Catarina
2011;2011/04;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;RUA LEO ALCIDES DA SILVA,5;88110-350;BARREIROS;São José;Santa Catarina
2008;2008/10;01.820.697/0001-00;EMPREITEIRA DE MAO DE OBRA RENASCER LTDA;T ITAGUACU, EM FRENTE AO N. 714;88100-000;BELA VISTA;São José;Santa Catarina
